X,Y,US_CONG,CO_SEN,CO_HSE,ARAP,COMM,COLO_PREC,PRECINCT,HYPERLINK,created_us,created_da,last_edite,last_edi_1,Voter_Coun,Voter_Co_1,Shape_Leng,Shape_Area
-104.84299732058,39.6632058695216,"6","29","41","03","0","6294103425","425",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_425.pdf,AC,2022/02/02,AC,2025/10/20,1504,2025/10/20,0.03932230692,0.00007256678
-104.917471363363,39.6623683527158,"1","32","09","03","0","1320903137","137",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_137.pdf,AC,2022/02/02,AC,2025/10/20,930,2025/10/20,0.04239513359,0.00006559307
-104.978183901428,39.6649876466288,"6","26","03","03","0","6260303108","108",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_108.pdf,AC,2022/02/02,AC,2025/10/20,727,2025/10/20,0.02968876782,0.00005071359
-104.985244808875,39.6622768073136,"6","26","03","03","0","6260303107","107",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_107.pdf,AC,2022/02/02,AC,2025/10/20,988,2025/10/20,0.03117699970,0.00005099382
-104.99175103802,39.6612289826552,"6","26","03","03","0","6260303105","105",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_105.pdf,AC,2022/02/02,AC,2025/10/20,1921,2025/10/20,0.04917501013,0.00011341623
-104.768745838496,39.6605693959784,"6","28","40","03","0","6284003313","313",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_313.pdf,AC,2022/02/02,AC,2025/10/20,1142,2025/10/20,0.03127594212,0.00006294056
-104.764272073293,39.6576796663819,"6","28","40","03","0","6284003314","314",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_314.pdf,AC,2022/02/02,AC,2025/10/20,908,2025/10/20,0.05363106590,0.00008428940
-104.826692556338,39.6632488336166,"6","29","41","03","0","6294103441","441",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_441.pdf,AC,2022/02/02,AC,2025/10/20,819,2025/10/20,0.01519407558,0.00001144554
-104.831461165529,39.6599466509246,"6","29","41","03","0","6294103443","443",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_443.pdf,AC,2022/02/02,AC,2025/10/20,531,2025/10/20,0.02209644752,0.00001388136
-104.978206550875,39.6595483849573,"6","26","03","03","0","6260303112","112",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_112.pdf,AC,2022/02/02,AC,2025/10/20,964,2025/10/20,0.02981982004,0.00005180914
-104.795165719125,39.6566798966656,"6","29","41","03","0","6294103465","465",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_465.pdf,AC,2022/02/02,AC,2025/10/20,695,2025/10/20,0.03037896982,0.00005979407
-104.813236608164,39.6566384536806,"6","29","41","03","0","6294103445","445",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_445.pdf,AC,2022/02/02,AC,2025/10/20,722,2025/10/20,0.02838022481,0.00004751964
-104.804832911954,39.6564217810034,"6","29","41","03","0","6294103466","466",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_466.pdf,AC,2022/02/02,AC,2025/10/20,990,2025/10/20,0.03601315944,0.00006996150
-104.787350916319,39.6564354590032,"6","29","40","03","0","6294003456","456",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_456.pdf,AC,2022/02/02,AC,2025/10/20,856,2025/10/20,0.02908179655,0.00005139301
-104.99696911747,39.6565486229779,"6","26","03","03","0","6260303106","106",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_106.pdf,AC,2022/02/02,AC,2025/10/20,581,2025/10/20,0.03253289722,0.00004916074
-104.847075132298,39.6581734951295,"6","27","40","03","0","6274003424","424",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_424.pdf,AC,2022/02/02,AC,2025/10/20,52,2025/10/20,0.01480660792,0.00000512211
-104.84519195202,39.6317084425859,"6","27","40","03","1","6274003255","255",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_255.pdf,AC,2022/02/02,AC,2025/10/20,201,2025/10/20,0.25197001943,0.00192166489
-104.968082600655,39.6550803458945,"6","26","03","03","0","6260303114","114",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_114.pdf,AC,2022/02/02,AC,2025/10/20,1020,2025/10/20,0.02169279926,0.00002219804
-104.979377769758,39.6549712045385,"6","26","03","03","0","6260303111","111",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_111.pdf,AC,2022/02/02,AC,2025/10/20,1425,2025/10/20,0.04018866196,0.00006018780
-104.761639162339,39.651058519087,"6","29","40","03","0","6294003316","316",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_316.pdf,AC,2022/02/02,AC,2025/10/20,857,2025/10/20,0.03145969813,0.00004318760
-104.769305689871,39.6443429278356,"6","29","40","03","0","6294003301","301",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_301.pdf,AC,2022/02/02,AC,2025/10/20,1135,2025/10/20,0.04751396909,0.00008107657
-104.778293289652,39.6486984280459,"6","29","40","03","0","6294003459","459",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_459.pdf,AC,2022/02/02,AC,2025/10/20,1364,2025/10/20,0.04373731055,0.00008066265
-104.786688694662,39.6497104301982,"6","29","40","03","0","6294003458","458",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_458.pdf,AC,2022/02/02,AC,2025/10/20,1245,2025/10/20,0.04230007416,0.00006365314
-104.797213578386,39.6513375592232,"6","29","40","03","0","6294003464","464",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_464.pdf,AC,2022/02/02,AC,2025/10/20,940,2025/10/20,0.03100153072,0.00004085470
-104.806836174121,39.6464872472175,"6","29","40","03","0","6294003462","462",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_462.pdf,AC,2022/02/02,AC,2025/10/20,1265,2025/10/20,0.04564584423,0.00008858950
-104.812455026965,39.6457953051204,"6","29","40","03","1","6294003447","447",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_447.pdf,AC,2022/02/02,AC,2025/10/20,1664,2025/10/20,0.03853413507,0.00006823927
-104.82096609658,39.6477681032949,"6","29","40","03","0","6294003446","446",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_446.pdf,AC,2022/02/02,AC,2025/10/20,835,2025/10/20,0.06127784139,0.00014240817
-104.880018581464,39.6376263545093,"6","26","37","03","0","6263703254","254",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_254.pdf,AC,2022/02/02,AC,2025/10/20,436,2025/10/20,0.04980916287,0.00010205874
-104.936335423362,39.6458468870868,"6","26","03","03","0","6260303134","134",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_134.pdf,AC,2022/02/02,AC,2025/10/20,576,2025/10/20,0.04707187184,0.00012891320
-104.994938453339,39.6493851233463,"6","26","03","03","0","6260303115","115",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_115.pdf,AC,2022/02/02,AC,2025/10/20,1260,2025/10/20,0.04448302596,0.00010703897
-104.76520619794,39.6473004317147,"6","29","40","03","0","6294003317","317",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_317.pdf,AC,2022/02/02,AC,2025/10/20,1100,2025/10/20,0.02819301366,0.00004261585
-104.796575153591,39.6456190087601,"6","29","40","03","0","6294003463","463",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_463.pdf,AC,2022/02/02,AC,2025/10/20,1480,2025/10/20,0.04954592261,0.00008943236
-104.983019300436,39.6458344127962,"6","26","03","03","0","6260303118","118",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_118.pdf,AC,2022/02/02,AC,2025/10/20,934,2025/10/20,0.03333090935,0.00006848718
-104.777830443424,39.6421098689927,"6","29","40","03","0","6294003450","450",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_450.pdf,AC,2022/02/02,AC,2025/10/20,1162,2025/10/20,0.03961482224,0.00007657812
-104.787749045326,39.6418126680316,"6","29","40","03","0","6294003449","449",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_449.pdf,AC,2022/02/02,AC,2025/10/20,1169,2025/10/20,0.03039822332,0.00005219944
-104.824226662772,39.6421537687644,"6","29","40","03","0","6294003448","448",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_448.pdf,AC,2022/02/02,AC,2025/10/20,1679,2025/10/20,0.03381822184,0.00006737346
-104.758237865936,39.6440432731111,"6","29","40","03","0","6294003319","319",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_319.pdf,AC,2022/02/02,AC,2025/10/20,1930,2025/10/20,0.04785436749,0.00010377463
-104.924676670591,39.6418331554324,"6","26","03","03","0","6260303136","136",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_136.pdf,AC,2022/02/02,AC,2025/10/20,945,2025/10/20,0.04738240746,0.00010210990
-104.993929342735,39.6420228030622,"6","26","03","03","0","6260303116","116",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_116.pdf,AC,2022/02/02,AC,2025/10/20,1313,2025/10/20,0.05516331787,0.00009447242
-104.800198015453,39.6407817818476,"6","29","40","03","0","6294003461","461",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_461.pdf,AC,2022/02/02,AC,2025/10/20,1352,2025/10/20,0.03923303043,0.00005513892
-104.983106055182,39.6394635094964,"6","26","03","03","0","6260303119","119",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_119.pdf,AC,2022/02/02,AC,2025/10/20,904,2025/10/20,0.02964008008,0.00005093787
-104.999035719977,39.6403439751998,"6","26","03","03","0","6260303120","120",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_120.pdf,AC,2022/02/02,AC,2025/10/20,884,2025/10/20,0.03353990320,0.00004742697
-104.773370718043,39.6347872822606,"6","27","40","03","0","6274003302","302",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_302.pdf,AC,2022/02/02,AC,2025/10/20,925,2025/10/20,0.07154124896,0.00017147054
-104.787464944463,39.633909419877,"6","27","40","03","0","6274003303","303",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_303.pdf,AC,2022/02/02,AC,2025/10/20,1128,2025/10/20,0.03652217490,0.00006416075
-104.794974715349,39.6329256468699,"6","27","40","03","0","6274003290","290",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_290.pdf,AC,2022/02/02,AC,2025/10/20,941,2025/10/20,0.03894659302,0.00008037798
-104.804465492791,39.6364311541167,"6","27","40","03","0","6274003291","291",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_291.pdf,AC,2022/02/02,AC,2025/10/20,1122,2025/10/20,0.03136386745,0.00004678490
-104.819837003288,39.6330809870334,"6","27","40","03","0","6274003270","270",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_270.pdf,AC,2022/02/02,AC,2025/10/20,1239,2025/10/20,0.04694344581,0.00006524635
-104.969138612365,39.6313505606149,"6","26","03","03","0","6260303131","131",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_131.pdf,AC,2022/02/02,AC,2025/10/20,1023,2025/10/20,0.06579452422,0.00027215155
-105.000800939965,39.6362122230102,"6","26","03","03","0","6260303121","121",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_121.pdf,AC,2022/02/02,AC,2025/10/20,613,2025/10/20,0.04104863060,0.00006646600
-104.812643206398,39.6319216541726,"6","27","40","03","1","6274003271","271",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_271.pdf,AC,2022/02/02,AC,2025/10/20,1116,2025/10/20,0.04294671376,0.00006526111
-104.824804340043,39.6355359905944,"6","27","40","03","0","6274003269","269",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_269.pdf,AC,2022/02/02,AC,2025/10/20,1365,2025/10/20,0.02747387890,0.00004610337
-104.983189030628,39.6331331484156,"6","26","03","03","0","6260303130","130",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_130.pdf,AC,2022/02/02,AC,2025/10/20,1048,2025/10/20,0.03322779015,0.00006799408
-105.022903981462,39.6301105388657,"6","26","03","03","0","6260303122","122",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_122.pdf,AC,2022/02/02,AC,2025/10/20,1357,2025/10/20,0.10507528810,0.00016709387
-104.804399689792,39.6291492267089,"6","27","40","03","0","6274003275","275",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_275.pdf,AC,2022/02/02,AC,2025/10/20,1224,2025/10/20,0.04742669796,0.00012395498
-104.994345705945,39.6322119899617,"6","26","03","03","0","6260303123","123",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_123.pdf,AC,2022/02/02,AC,2025/10/20,1070,2025/10/20,0.03663291072,0.00007009957
-104.767960177328,39.6288006355904,"6","27","40","03","0","6274003306","306",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_306.pdf,AC,2022/02/02,AC,2025/10/20,915,2025/10/20,0.02737704437,0.00004578046
-104.999766055679,39.6270060493748,"6","26","03","03","0","6260303124","124",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_124.pdf,AC,2022/02/02,AC,2025/10/20,1150,2025/10/20,0.07003170887,0.00015593966
-104.770851503004,39.6267793127145,"6","27","40","03","0","6274003307","307",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_307.pdf,AC,2022/02/02,AC,2025/10/20,906,2025/10/20,0.04369157302,0.00004020343
-104.779549224373,39.6269072358454,"6","27","40","03","0","6274003305","305",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_305.pdf,AC,2022/02/02,AC,2025/10/20,825,2025/10/20,0.03856930949,0.00005073246
-104.758356866876,39.6308248659128,"6","27","61","03","0","6276103320","320",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_320.pdf,AC,2022/02/02,AC,2025/10/20,1837,2025/10/20,0.05002740506,0.00012677751
-104.775420020173,39.659919106995,"6","29","40","03","0","6294003455","455",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_455.pdf,AC,2022/02/02,AC,2025/10/20,1334,2025/10/20,0.04135698457,0.00008236641
-104.780919438333,39.6554383588849,"6","29","40","03","0","6294003457","457",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_457.pdf,AC,2022/02/02,AC,2025/10/20,711,2025/10/20,0.02023900765,0.00002361650
-104.817628823749,39.6270584449851,"6","27","40","03","0","6274003273","273",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_273.pdf,AC,2022/02/02,AC,2025/10/20,1177,2025/10/20,0.03173772351,0.00005070799
-104.869998942128,39.6205957877102,"6","26","37","03","0","6263703253","253",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_253.pdf,AC,2022/02/02,AC,2025/10/20,1714,2025/10/20,0.16673007007,0.00016312441
-104.787288050965,39.6270011839825,"6","27","40","03","0","6274003304","304",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_304.pdf,AC,2022/02/02,AC,2025/10/20,999,2025/10/20,0.03229972443,0.00004153669
-104.983242801218,39.6267849862719,"6","26","03","03","0","6260303129","129",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_129.pdf,AC,2022/02/02,AC,2025/10/20,677,2025/10/20,0.02968727374,0.00005121797
-105.011790991009,39.6196819798275,"6","16","38","03","0","6163803153","153",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_153.pdf,AC,2022/02/02,AC,2025/10/20,1545,2025/10/20,0.05205267219,0.00014139592
-105.019753036996,39.6239383940228,"6","16","38","03","0","6163803151","151",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_151.pdf,AC,2022/02/02,AC,2025/10/20,1021,2025/10/20,0.06026080351,0.00008240714
-105.039259560603,39.6230863863359,"6","16","38","03","0","6163803142","142",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_142.pdf,AC,2022/02/02,AC,2025/10/20,949,2025/10/20,0.04134773316,0.00008335093
-104.903451785264,39.6251538953748,"6","26","03","03","0","6260303230","230",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_230.pdf,AC,2022/02/02,AC,2025/10/20,0,2025/10/20,0.00708515926,0.00000209144
-104.787417136206,39.6209154485636,"6","27","61","03","0","6276103277","277",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_277.pdf,AC,2022/02/02,AC,2025/10/20,917,2025/10/20,0.03691899459,0.00005890043
-104.80153382243,39.6220361502711,"6","27","61","03","0","6276103264","264",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_264.pdf,AC,2022/02/02,AC,2025/10/20,1263,2025/10/20,0.04750679899,0.00007262656
-104.758539977915,39.6188296757666,"6","27","61","03","0","6276103321","321",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_321.pdf,AC,2022/02/02,AC,2025/10/20,1340,2025/10/20,0.04078570469,0.00009677117
-104.767806407784,39.620404517338,"6","27","61","03","0","6276103308","308",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_308.pdf,AC,2022/02/02,AC,2025/10/20,1201,2025/10/20,0.03335004050,0.00006598167
-104.777272455698,39.6222072726892,"6","27","61","03","0","6276103309","309",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_309.pdf,AC,2022/02/02,AC,2025/10/20,682,2025/10/20,0.03292280194,0.00003553398
-104.814421674133,39.6188026352052,"6","27","40","03","0","6274003274","274",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_274.pdf,AC,2022/02/02,AC,2025/10/20,1050,2025/10/20,0.05082152113,0.00008774223
-104.88238586747,39.61736542776,"6","26","37","03","0","6263703232","232",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_232.pdf,AC,2022/02/02,AC,2025/10/20,1657,2025/10/20,0.05404570500,0.00018417049
-104.893244651086,39.6172365985011,"6","26","37","03","0","6263703231","231",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_231.pdf,AC,2022/02/02,AC,2025/10/20,1164,2025/10/20,0.05302869342,0.00013194357
-104.908158392277,39.6144339246449,"6","26","37","03","0","6263703229","229",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_229.pdf,AC,2022/02/02,AC,2025/10/20,1254,2025/10/20,0.10495778086,0.00045650314
-104.964149894665,39.6163909513493,"6","26","37","03","0","6263703203","203",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_203.pdf,AC,2022/02/02,AC,2025/10/20,752,2025/10/20,0.05331813923,0.00014229499
-104.974408685207,39.6204562001246,"6","26","37","03","0","6263703201","201",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_201.pdf,AC,2022/02/02,AC,2025/10/20,405,2025/10/20,0.04431247928,0.00007463408
-104.982591726063,39.6213521130907,"6","26","03","03","1","6260303128","128",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_128.pdf,AC,2022/02/02,AC,2025/10/20,435,2025/10/20,0.02359520125,0.00002930293
-104.988014691572,39.620769683857,"6","26","03","03","0","6260303125","125",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_125.pdf,AC,2022/02/02,AC,2025/10/20,682,2025/10/20,0.04105364896,0.00004942071
-104.99733962826,39.6195606683329,"6","16","38","03","0","6163803162","162",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_162.pdf,AC,2022/02/02,AC,2025/10/20,934,2025/10/20,0.03336401120,0.00004482062
-105.031722725994,39.617427412125,"6","16","38","03","0","6163803143","143",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_143.pdf,AC,2022/02/02,AC,2025/10/20,1559,2025/10/20,0.04731432496,0.00010978198
-104.781359084479,39.6197328254105,"6","27","61","03","0","6276103276","276",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_276.pdf,AC,2022/02/02,AC,2025/10/20,323,2025/10/20,0.01888543316,0.00001884108
-104.795111363274,39.616409890813,"6","27","61","03","0","6276103262","262",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_262.pdf,AC,2022/02/02,AC,2025/10/20,1357,2025/10/20,0.03730203901,0.00007120518
-104.988524263517,39.6163039827518,"6","16","38","03","0","6163803126","126",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_126.pdf,AC,2022/02/02,AC,2025/10/20,1036,2025/10/20,0.05046196834,0.00008859446
-104.777528297003,39.6161183569565,"6","27","61","03","0","6276103279","279",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_279.pdf,AC,2022/02/02,AC,2025/10/20,963,2025/10/20,0.03373565351,0.00005777945
-104.803422761122,39.6157551693811,"6","27","61","03","0","6276103263","263",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_263.pdf,AC,2022/02/02,AC,2025/10/20,1055,2025/10/20,0.04442380640,0.00007130124
-105.002594110701,39.6165634608556,"6","16","38","03","0","6163803161","161",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_161.pdf,AC,2022/02/02,AC,2025/10/20,819,2025/10/20,0.03330226494,0.00006009697
-104.76930122429,39.6135518130655,"6","27","61","03","0","6276103280","280",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_280.pdf,AC,2022/02/02,AC,2025/10/20,1238,2025/10/20,0.03268576493,0.00006043554
-104.787935965446,39.6158605003717,"6","27","61","03","0","6276103278","278",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_278.pdf,AC,2022/02/02,AC,2025/10/20,524,2025/10/20,0.02796697035,0.00002883467
-104.871256710178,39.6131982119348,"6","26","37","03","0","6263703249","249",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_249.pdf,AC,2022/02/02,AC,2025/10/20,871,2025/10/20,0.03361549198,0.00006930542
-104.973633488546,39.6129226093528,"6","26","37","03","0","6263703202","202",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_202.pdf,AC,2022/02/02,AC,2025/10/20,376,2025/10/20,0.04453306517,0.00007934893
-104.99047534954,39.6072150555918,"6","16","38","03","0","6163803163","163",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_163.pdf,AC,2022/02/02,AC,2025/10/20,884,2025/10/20,0.04734285546,0.00008649911
-104.761860003469,39.610473914631,"6","27","61","03","0","6276103205","205",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_205.pdf,AC,2022/02/02,AC,2025/10/20,1203,2025/10/20,0.03738949309,0.00007392837
-104.782399808979,39.6119172291791,"6","27","61","03","0","6276103281","281",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_281.pdf,AC,2022/02/02,AC,2025/10/20,1245,2025/10/20,0.04477755037,0.00006395141
-105.015948494809,39.6071166924267,"6","16","38","03","0","6163803154","154",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_154.pdf,AC,2022/02/02,AC,2025/10/20,1200,2025/10/20,0.04498175537,0.00012032021
-104.740640792672,39.6095959435069,"6","27","61","03","1","6276103333","333",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_333.pdf,AC,2022/02/02,AC,2025/10/20,729,2025/10/20,0.03939750554,0.00004638810
-104.982695646021,39.6071558772228,"6","16","38","03","0","6163803164","164",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_164.pdf,AC,2022/02/02,AC,2025/10/20,864,2025/10/20,0.04179046906,0.00007724028
-104.997785504531,39.6086202740104,"6","16","38","03","0","6163803160","160",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_160.pdf,AC,2022/02/02,AC,2025/10/20,934,2025/10/20,0.04293219225,0.00008719485
-105.004511789381,39.6078040465507,"6","16","38","03","0","6163803159","159",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_159.pdf,AC,2022/02/02,AC,2025/10/20,885,2025/10/20,0.03116737373,0.00005125025
-105.00917829969,39.6052352949507,"6","16","38","03","0","6163803158","158",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_158.pdf,AC,2022/02/02,AC,2025/10/20,944,2025/10/20,0.04196679309,0.00007469028
-105.03151845212,39.5917224652708,"6","16","38","03","0","6163803150","150",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_150.pdf,AC,2022/02/02,AC,2025/10/20,1305,2025/10/20,0.13697414850,0.00041588843
-104.788005716466,39.6004532417795,"6","27","61","03","0","6276103261","261",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_261.pdf,AC,2022/02/02,AC,2025/10/20,1692,2025/10/20,0.06143169895,0.00015459767
-104.854401889838,39.6069353854151,"6","26","37","03","0","6263703245","245",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_245.pdf,AC,2022/02/02,AC,2025/10/20,514,2025/10/20,0.02160771919,0.00002466010
-104.909361106892,39.6060605172873,"6","16","37","03","0","6163703228","228",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_228.pdf,AC,2022/02/02,AC,2025/10/20,925,2025/10/20,0.03945934940,0.00007605345
-104.918269896093,39.6053753695569,"6","16","37","03","0","6163703227","227",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_227.pdf,AC,2022/02/02,AC,2025/10/20,726,2025/10/20,0.03279547689,0.00005204269
-104.927535552965,39.6059442313428,"6","16","37","03","0","6163703209","209",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_209.pdf,AC,2022/02/02,AC,2025/10/20,1033,2025/10/20,0.03334213525,0.00006814818
-104.954919792885,39.6056727796031,"6","16","38","03","0","6163803127","127",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_127.pdf,AC,2022/02/02,AC,2025/10/20,692,2025/10/20,0.03228442944,0.00005957641
-104.937905622722,39.6045620031633,"6","16","37","03","1","6163703208","208",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_208.pdf,AC,2022/02/02,AC,2025/10/20,1162,2025/10/20,0.05410538164,0.00009638647
-104.94638433304,39.6056590623311,"6","16","38","03","1","6163803140","140",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_140.pdf,AC,2022/02/02,AC,2025/10/20,757,2025/10/20,0.03145838485,0.00006085421
-104.968062236599,39.6033446343465,"6","16","38","03","0","6163803180","180",https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_180.pdf,AC,2022/02/02,AC,2025/10/20,1501,2025/10/20,0.07152428659,0.00019482112
