Precinct,Voters,Voter Service Polling Center (VSPC),VSPC Total Voters,VSPC Precinct Count,Address,City,State,Zip,Distance From Precinct (mi.),Area Lead,District Captain (DC),Precinct Lead,Hand Counter 1,Hand Counter 2,Hand Counter 3,Hand Counter 4,Hand Counter 5,Hand Counter 6,Hand Counter 7,Hand Counter 8,Hand Counter 9,Hand Counter 10,Hand Counter 11,Hand Counter 12
413,1244,Cook Park Recreation Center,18792,20,7100 Cherry Creek S Dr,Denver,CO,80224,2.04,,,,,,,,,,,,,,,
414,990,Cook Park Recreation Center,18792,20,7100 Cherry Creek S Dr,Denver,CO,80224,2.17,,,,,,,,,,,,,,,
415,95,Cook Park Recreation Center,18792,20,7100 Cherry Creek S Dr,Denver,CO,80224,0.46,,,,,,,,,,,,,,,
419,1125,Cook Park Recreation Center,18792,20,7100 Cherry Creek S Dr,Denver,CO,80224,2.64,,,,,,,,,,,,,,,
460,1143,Cook Park Recreation Center,18792,20,7100 Cherry Creek S Dr,Denver,CO,80224,1.91,,,,,,,,,,,,,,,
474,790,Cook Park Recreation Center,18792,20,7100 Cherry Creek S Dr,Denver,CO,80224,1.58,,,,,,,,,,,,,,,
106,623,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,0.13,,,,,,,,,,,,,,,
107,944,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,0.87,,,,,,,,,,,,,,,
108,713,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,1.28,,,,,,,,,,,,,,,
109,687,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,1.53,,,,,,,,,,,,,,,
110,530,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,1.9,,,,,,,,,,,,,,,
112,935,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,1.13,,,,,,,,,,,,,,,
113,721,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,2.07,,,,,,,,,,,,,,,
114,973,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,1.63,,,,,,,,,,,,,,,
115,1181,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,0.44,,,,,,,,,,,,,,,
118,907,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,1.05,,,,,,,,,,,,,,,
119,901,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,1.36,,,,,,,,,,,,,,,
120,793,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,1.02,,,,,,,,,,,,,,,
121,624,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,1.31,,,,,,,,,,,,,,,
123,1040,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,1.6,,,,,,,,,,,,,,,
124,1195,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,1.94,,,,,,,,,,,,,,,
125,677,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,2.44,,,,,,,,,,,,,,,
128,403,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,2.49,,,,,,,,,,,,,,,
129,672,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,2.12,,,,,,,,,,,,,,,
130,1053,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,1.73,,,,,,,,,,,,,,,
131,1051,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,2.27,,,,,,,,,,,,,,,
132,1108,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,2.2,,,,,,,,,,,,,,,
133,1022,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,3.47,,,,,,,,,,,,,,,
134,584,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,3.38,,,,,,,,,,,,,,,
198,62,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,2.59,,,,,,,,,,,,,,,
201,386,Englewood Civic Center,19785,25,1000 Englewood Pkwy,Englewood,CO,80110,2.72,,,,,,,,,,,,,,,
224,870,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,1.03,,,,,,,,,,,,,,,
226,708,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,0.61,,,,,,,,,,,,,,,
227,680,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,0.81,,,,,,,,,,,,,,,
228,870,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,0.33,,,,,,,,,,,,,,,
229,1239,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,0.61,,,,,,,,,,,,,,,
230,0,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,1.29,,,,,,,,,,,,,,,
231,1277,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,0.91,,,,,,,,,,,,,,,
232,1629,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,1.34,,,,,,,,,,,,,,,
233,962,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,0.54,,,,,,,,,,,,,,,
234,1374,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,1.06,,,,,,,,,,,,,,,
247,1671,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,1.73,,,,,,,,,,,,,,,
248,660,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,1.33,,,,,,,,,,,,,,,
249,849,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,1.76,,,,,,,,,,,,,,,
250,1012,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,1.97,,,,,,,,,,,,,,,
251,1555,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,2.41,,,,,,,,,,,,,,,
252,1430,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,2.53,,,,,,,,,,,,,,,
253,1651,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,2.02,,,,,,,,,,,,,,,
254,444,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,2.48,,,,,,,,,,,,,,,
255,1072,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,3.54,,,,,,,,,,,,,,,
258,1072,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,3.25,,,,,,,,,,,,,,,
269,1095,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,4.63,,,,,,,,,,,,,,,
270,981,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,4.8,,,,,,,,,,,,,,,
271,798,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,5.13,,,,,,,,,,,,,,,
272,890,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,4.35,,,,,,,,,,,,,,,
273,906,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,4.77,,,,,,,,,,,,,,,
448,1735,Greenwood Village City Hall,27430,26,6060 S Quebec St,Greenwood Village,CO,80111,4.87,,,,,,,,,,,,,,,
417,1165,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,2.21,,,,,,,,,,,,,,,
418,932,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,1.86,,,,,,,,,,,,,,,
421,549,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,1.38,,,,,,,,,,,,,,,
422,716,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,1.1,,,,,,,,,,,,,,,
425,1419,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,0.62,,,,,,,,,,,,,,,
428,1109,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,0.55,,,,,,,,,,,,,,,
429,898,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,1.21,,,,,,,,,,,,,,,
430,1191,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,1.05,,,,,,,,,,,,,,,
431,629,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,1.65,,,,,,,,,,,,,,,
433,997,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,1.8,,,,,,,,,,,,,,,
434,1214,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,2.09,,,,,,,,,,,,,,,
518,743,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,2.71,,,,,,,,,,,,,,,
519,878,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,2.62,,,,,,,,,,,,,,,
520,1015,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,2.81,,,,,,,,,,,,,,,
521,863,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,2.79,,,,,,,,,,,,,,,
532,998,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,3.81,,,,,,,,,,,,,,,
534,1076,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,2.8,,,,,,,,,,,,,,,
535,903,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,2.96,,,,,,,,,,,,,,,
536,802,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,2.56,,,,,,,,,,,,,,,
542,804,Heather Gardens,18901,20,2888 S Heather Gardens Way,Aurora,CO,80014,2.99,,,,,,,,,,,,,,,
363,1914,Kelver Library,4433,3,585 S Main St,Byers,CO,80103,7.64,,,,,,,,,,,,,,,
364,1509,Kelver Library,4433,3,585 S Main St,Byers,CO,80103,2.9,,,,,,,,,,,,,,,
365,1010,Kelver Library,4433,3,585 S Main St,Byers,CO,80103,16.2,,,,,,,,,,,,,,,
302,1809,Mission Viejo Library,12506,9,15324 E Hampden Cir,Aurora,CO,80013,2.21,,,,,,,,,,,,,,,
319,1863,Mission Viejo Library,12506,9,15324 E Hampden Cir,Aurora,CO,80013,2.76,,,,,,,,,,,,,,,
320,1791,Mission Viejo Library,12506,9,15324 E Hampden Cir,Aurora,CO,80013,3.04,,,,,,,,,,,,,,,
551,868,Mission Viejo Library,12506,9,15324 E Hampden Cir,Aurora,CO,80013,4.7,,,,,,,,,,,,,,,
552,1085,Mission Viejo Library,12506,9,15324 E Hampden Cir,Aurora,CO,80013,3.86,,,,,,,,,,,,,,,
553,1458,Mission Viejo Library,12506,9,15324 E Hampden Cir,Aurora,CO,80013,3.66,,,,,,,,,,,,,,,
555,971,Mission Viejo Library,12506,9,15324 E Hampden Cir,Aurora,CO,80013,3.41,,,,,,,,,,,,,,,
557,1776,Mission Viejo Library,12506,9,15324 E Hampden Cir,Aurora,CO,80013,3.79,,,,,,,,,,,,,,,
559,885,Mission Viejo Library,12506,9,15324 E Hampden Cir,Aurora,CO,80013,2.99,,,,,,,,,,,,,,,
312,1775,Parkside Village Retirement Resort,12194,9,14501 E Crestline Dr,Aurora,CO,80015,4.35,,,,,,,,,,,,,,,
330,1887,Parkside Village Retirement Resort,12194,9,14501 E Crestline Dr,Aurora,CO,80015,4.94,,,,,,,,,,,,,,,
335,1697,Parkside Village Retirement Resort,12194,9,14501 E Crestline Dr,Aurora,CO,80015,4.89,,,,,,,,,,,,,,,
340,1780,Parkside Village Retirement Resort,12194,9,14501 E Crestline Dr,Aurora,CO,80015,4.58,,,,,,,,,,,,,,,
341,1830,Parkside Village Retirement Resort,12194,9,14501 E Crestline Dr,Aurora,CO,80015,3.97,,,,,,,,,,,,,,,
342,1931,Parkside Village Retirement Resort,12194,9,14501 E Crestline Dr,Aurora,CO,80015,4.89,,,,,,,,,,,,,,,
502,1294,Parkside Village Retirement Resort,12194,9,14501 E Crestline Dr,Aurora,CO,80015,8.47,,,,,,,,,,,,,,,
561,0,Parkside Village Retirement Resort,12194,9,14501 E Crestline Dr,Aurora,CO,80015,10.0,,,,,,,,,,,,,,,
563,0,Parkside Village Retirement Resort,12194,9,14501 E Crestline Dr,Aurora,CO,80015,9.47,,,,,,,,,,,,,,,
420,1751,Pickens Technical College,12326,10,500 Airport Blvd Bldg E,Aurora,CO,80011,4.53,,,,,,,,,,,,,,,
437,1477,Pickens Technical College,12326,10,500 Airport Blvd Bldg E,Aurora,CO,80011,3.29,,,,,,,,,,,,,,,
438,1502,Pickens Technical College,12326,10,500 Airport Blvd Bldg E,Aurora,CO,80011,3.84,,,,,,,,,,,,,,,
470,1288,Pickens Technical College,12326,10,500 Airport Blvd Bldg E,Aurora,CO,80011,3.27,,,,,,,,,,,,,,,
512,1096,Pickens Technical College,12326,10,500 Airport Blvd Bldg E,Aurora,CO,80011,3.19,,,,,,,,,,,,,,,
522,1090,Pickens Technical College,12326,10,500 Airport Blvd Bldg E,Aurora,CO,80011,2.98,,,,,,,,,,,,,,,
523,1312,Pickens Technical College,12326,10,500 Airport Blvd Bldg E,Aurora,CO,80011,2.5,,,,,,,,,,,,,,,
524,997,Pickens Technical College,12326,10,500 Airport Blvd Bldg E,Aurora,CO,80011,2.37,,,,,,,,,,,,,,,
525,918,Pickens Technical College,12326,10,500 Airport Blvd Bldg E,Aurora,CO,80011,2.8,,,,,,,,,,,,,,,
526,895,Pickens Technical College,12326,10,500 Airport Blvd Bldg E,Aurora,CO,80011,2.49,,,,,,,,,,,,,,,
206,763,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,2.38,,,,,,,,,,,,,,,
207,1176,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,2.28,,,,,,,,,,,,,,,
213,1052,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,2.46,,,,,,,,,,,,,,,
215,699,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,3.39,,,,,,,,,,,,,,,
216,946,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,2.59,,,,,,,,,,,,,,,
243,1472,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,4.44,,,,,,,,,,,,,,,
244,1395,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,4.3,,,,,,,,,,,,,,,
245,494,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,4.69,,,,,,,,,,,,,,,
246,1137,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,5.14,,,,,,,,,,,,,,,
256,522,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,2.83,,,,,,,,,,,,,,,
257,1321,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,2.02,,,,,,,,,,,,,,,
259,1827,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,3.14,,,,,,,,,,,,,,,
260,1959,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,3.46,,,,,,,,,,,,,,,
261,1572,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,1.63,,,,,,,,,,,,,,,
262,1338,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,1.48,,,,,,,,,,,,,,,
263,1074,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,1.92,,,,,,,,,,,,,,,
264,1252,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,1.84,,,,,,,,,,,,,,,
274,1236,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,2.5,,,,,,,,,,,,,,,
275,663,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,2.12,,,,,,,,,,,,,,,
278,525,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,1.1,,,,,,,,,,,,,,,
281,1217,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,0.9,,,,,,,,,,,,,,,
282,1563,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,1.1,,,,,,,,,,,,,,,
284,785,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,2.54,,,,,,,,,,,,,,,
285,793,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,1.32,,,,,,,,,,,,,,,
286,1932,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,5.86,,,,,,,,,,,,,,,
287,214,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,2.92,,,,,,,,,,,,,,,
288,0,Smoky Hill Library,28927,27,5430 S Biscay Cir,Centennial,CO,80015,1.65,,,,,,,,,,,,,,,
127,139,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,1.17,,,,,,,,,,,,,,,
140,487,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,1.42,,,,,,,,,,,,,,,
145,729,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,0.96,,,,,,,,,,,,,,,
180,805,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,0.92,,,,,,,,,,,,,,,
182,980,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,0.7,,,,,,,,,,,,,,,
183,1370,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,0.32,,,,,,,,,,,,,,,
184,731,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,0.5,,,,,,,,,,,,,,,
185,953,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,0.39,,,,,,,,,,,,,,,
186,960,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,1.09,,,,,,,,,,,,,,,
187,949,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,0.9,,,,,,,,,,,,,,,
188,656,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,1.5,,,,,,,,,,,,,,,
189,1137,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,1.39,,,,,,,,,,,,,,,
190,1293,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,1.36,,,,,,,,,,,,,,,
193,883,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,1.04,,,,,,,,,,,,,,,
194,1190,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,0.59,,,,,,,,,,,,,,,
195,1036,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,0.96,,,,,,,,,,,,,,,
196,640,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,0.7,,,,,,,,,,,,,,,
197,743,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,0.79,,,,,,,,,,,,,,,
202,373,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,1.64,,,,,,,,,,,,,,,
203,764,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,1.8,,,,,,,,,,,,,,,
204,1677,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,2.18,,,,,,,,,,,,,,,
208,1193,Southglenn Library,19688,22,6972 S Vine St,Centennial,CO,80122,1.71,,,,,,,,,,,,,,,
266,1151,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,1.41,,,,,,,,,,,,,,,
268,881,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,1.19,,,,,,,,,,,,,,,
349,0,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,4.38,,,,,,,,,,,,,,,
350,12,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,2.92,,,,,,,,,,,,,,,
351,1958,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,2.4,,,,,,,,,,,,,,,
352,1915,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,1.06,,,,,,,,,,,,,,,
353,1122,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,0.47,,,,,,,,,,,,,,,
354,1724,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,0.72,,,,,,,,,,,,,,,
358,2,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,4.99,,,,,,,,,,,,,,,
372,773,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,2.65,,,,,,,,,,,,,,,
373,1204,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,1.76,,,,,,,,,,,,,,,
375,1485,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,0.62,,,,,,,,,,,,,,,
377,1104,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,1.74,,,,,,,,,,,,,,,
378,1849,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,1.2,,,,,,,,,,,,,,,
380,1008,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,0.34,,,,,,,,,,,,,,,
383,1282,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,1.26,,,,,,,,,,,,,,,
384,513,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,2.3,,,,,,,,,,,,,,,
385,774,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,2.19,,,,,,,,,,,,,,,
388,1293,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,2.89,,,,,,,,,,,,,,,
562,0,Tallyns Reach Library,20050,20,23911 E Arapahoe Rd,Aurora,CO,80016,7.07,,,,,,,,,,,,,,,
205,710,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,7.15,,,,,,,,,,,,,,,
265,1082,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,8.18,,,,,,,,,,,,,,,
267,1118,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,7.88,,,,,,,,,,,,,,,
276,324,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,6.06,,,,,,,,,,,,,,,
277,886,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,5.84,,,,,,,,,,,,,,,
279,951,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,6.38,,,,,,,,,,,,,,,
280,1215,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,6.75,,,,,,,,,,,,,,,
283,969,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,7.4,,,,,,,,,,,,,,,
289,0,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,5.41,,,,,,,,,,,,,,,
290,0,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,4.92,,,,,,,,,,,,,,,
301,686,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,5.07,,,,,,,,,,,,,,,
303,936,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,5.05,,,,,,,,,,,,,,,
304,933,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,5.47,,,,,,,,,,,,,,,
305,1341,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,5.68,,,,,,,,,,,,,,,
306,847,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,5.93,,,,,,,,,,,,,,,
307,763,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,5.95,,,,,,,,,,,,,,,
308,1246,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,6.4,,,,,,,,,,,,,,,
309,1333,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,6.02,,,,,,,,,,,,,,,
321,1365,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,6.78,,,,,,,,,,,,,,,
327,1245,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,9.76,,,,,,,,,,,,,,,
332,1139,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,7.39,,,,,,,,,,,,,,,
333,692,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,7.87,,,,,,,,,,,,,,,
338,991,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,7.18,,,,,,,,,,,,,,,
339,1306,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,7.11,,,,,,,,,,,,,,,
379,1016,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,9.18,,,,,,,,,,,,,,,
389,107,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,5.43,,,,,,,,,,,,,,,
449,623,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,4.58,,,,,,,,,,,,,,,
455,927,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,4.11,,,,,,,,,,,,,,,
457,0,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,4.09,,,,,,,,,,,,,,,
458,0,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,4.18,,,,,,,,,,,,,,,
459,924,The Avenue Church,25675,31,13231 E Mississippi Ave,Aurora,CO,80012,4.52,,,,,,,,,,,,,,,
